selector_variant,config_family,total_rows,selected_rows,abstain_rows,coverage,abstention_rate,reliability,avg_confidence,double_chance_rows,double_chance_share_selected,direct_market_rows,direct_market_share_selected,strict_1x2_rows,over_1_5_rows,over_2_5_rows,btts_rows,selected_markets_count,quality_score,meets_v18_3_2_targets,strict_1x2_min_confidence,over_1_5_yes_min_confidence,over_2_5_min_confidence,btts_no_min_confidence,double_chance_max_excluded_probability,double_chance_share_cap,allow_btts,priority_name,priority
v18_3_2_s780_o15760_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8834355828220859,0.8795911183172656,784,0.6871165644171779,357,0.3128834355828221,236,46,72,3,5,0.713246271596069,False,0.78,0.76,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8834355828220859,0.8795911183172656,784,0.6871165644171779,357,0.3128834355828221,236,46,72,3,5,0.713246271596069,False,0.78,0.76,0.64,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8834355828220859,0.8795911183172656,784,0.6871165644171779,357,0.3128834355828221,236,46,72,3,5,0.713246271596069,False,0.78,0.76,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25640_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8797190517998245,0.8748377014925374,759,0.6663740122914837,380,0.33362598770851626,276,20,78,6,5,0.7132371993021389,False,0.76,0.8,0.64,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25640_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8797190517998245,0.8748377014925374,759,0.6663740122914837,380,0.33362598770851626,276,20,78,6,5,0.7132371993021389,False,0.76,0.8,0.64,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25640_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8797190517998245,0.8748377014925374,759,0.6663740122914837,380,0.33362598770851626,276,20,78,6,5,0.7132371993021389,False,0.76,0.8,0.64,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25680_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.9016829052258636,0.893597139061116,842,0.745792736935341,287,0.254207263064659,199,58,29,1,5,0.7131246181470619,False,0.8,0.76,0.68,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8934280639431617,0.8844988472468918,791,0.7024866785079928,335,0.2975133214920071,276,20,36,3,5,0.7131242125928582,False,0.76,0.8,0.68,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8934280639431617,0.8844988472468918,791,0.7024866785079928,335,0.2975133214920071,276,20,36,3,5,0.7131242125928582,False,0.76,0.8,0.68,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25660_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8884955752212389,0.8815110769911505,779,0.6893805309734513,351,0.3106194690265487,276,23,45,7,5,0.7130369845144107,False,0.76,0.78,0.66,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25660_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8884955752212389,0.8815110769911505,779,0.6893805309734513,351,0.3106194690265487,276,23,45,7,5,0.7130369845144107,False,0.76,0.78,0.66,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25660_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8884955752212389,0.8815110769911505,779,0.6893805309734513,351,0.3106194690265487,276,23,45,7,5,0.7130369845144107,False,0.76,0.78,0.66,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25680_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.9007971656333038,0.8929653427812223,839,0.7431355181576617,290,0.25686448184233834,199,58,29,4,5,0.712991757208178,False,0.8,0.76,0.68,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8893766461808604,0.8831191132572431,813,0.713784021071115,326,0.286215978928885,199,34,90,3,5,0.712842115895642,False,0.8,0.78,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8893766461808604,0.8831191132572431,813,0.713784021071115,326,0.286215978928885,199,34,90,3,5,0.712842115895642,False,0.8,0.78,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b750_dc150_capnone_balanced_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8949243098842387,0.8856641308993767,793,0.7061442564559216,330,0.29385574354407834,276,21,32,1,5,0.7128154326518273,False,0.76,0.76,0.7,0.75,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b750_dc150_cap720_balanced_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8949243098842387,0.8856641308993767,793,0.7061442564559216,330,0.29385574354407834,276,21,32,1,5,0.7128154326518273,False,0.76,0.76,0.7,0.75,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25680_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8990256864481843,0.8915976164747564,832,0.7369353410097431,297,0.2630646589902569,199,58,29,11,5,0.7128146092896661,False,0.8,0.76,0.68,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8816827344434707,0.8788833426818581,780,0.6836108676599474,361,0.31638913234005256,236,46,72,7,5,0.7128080595014151,False,0.78,0.76,0.64,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8816827344434707,0.8788833426818581,780,0.6836108676599474,361,0.31638913234005256,236,46,72,7,5,0.7128080595014151,False,0.78,0.76,0.64,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8816827344434707,0.8788833426818581,780,0.6836108676599474,361,0.31638913234005256,236,46,72,7,5,0.7128080595014151,False,0.78,0.76,0.64,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8916518650088809,0.883596920071048,786,0.6980461811722913,340,0.3019538188277087,276,20,36,8,5,0.712768972806002,False,0.76,0.8,0.68,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8916518650088809,0.883596920071048,786,0.6980461811722913,340,0.3019538188277087,276,20,36,8,5,0.712768972806002,False,0.76,0.8,0.68,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8916518650088809,0.883596920071048,786,0.6980461811722913,340,0.3019538188277087,276,20,36,8,5,0.712768972806002,False,0.76,0.8,0.68,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b750_dc150_capnone_balanced_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.8982142857142857,0.8874665142857143,802,0.7160714285714286,318,0.2839285714285714,276,9,32,1,5,0.7126868717440751,True,0.76,0.78,0.7,0.75,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b750_dc150_cap720_balanced_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.8982142857142857,0.8874665142857143,802,0.7160714285714286,318,0.2839285714285714,276,9,32,1,5,0.7126868717440751,True,0.76,0.78,0.7,0.75,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25700_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.9056099732858415,0.8960999323241318,849,0.7560106856634016,274,0.2439893143365984,199,58,16,1,5,0.7126373382618008,False,0.8,0.76,0.7,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b750_dc150_capnone_balanced_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.8990169794459338,0.8878198284182305,804,0.7184986595174263,315,0.28150134048257375,276,6,32,1,5,0.7125999165554763,True,0.76,0.8,0.7,0.75,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b750_dc150_cap720_balanced_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.8990169794459338,0.8878198284182305,804,0.7184986595174263,315,0.28150134048257375,276,6,32,1,5,0.7125999165554763,True,0.76,0.8,0.7,0.75,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25660_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8884955752212389,0.8821733176991151,784,0.6938053097345133,346,0.30619469026548674,276,20,48,2,5,0.7125945066383045,False,0.76,0.8,0.66,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25660_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8884955752212389,0.8821733176991151,784,0.6938053097345133,346,0.30619469026548674,276,20,48,2,5,0.7125945066383045,False,0.76,0.8,0.66,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25660_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8884955752212389,0.8821733176991151,784,0.6938053097345133,346,0.30619469026548674,276,20,48,2,5,0.7125945066383045,False,0.76,0.8,0.66,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b720_dc150_capnone_balanced_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8940338379341051,0.8852525743544079,791,0.7043633125556545,332,0.2956366874443455,276,21,32,3,5,0.7125928146642939,False,0.76,0.76,0.7,0.72,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b720_dc150_cap720_balanced_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8940338379341051,0.8852525743544079,791,0.7043633125556545,332,0.2956366874443455,276,21,32,3,5,0.7125928146642939,False,0.76,0.76,0.7,0.72,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.884108867427568,0.8797938244073749,789,0.6927129060579456,350,0.30728709394205445,236,28,83,3,5,0.7125787269579773,False,0.78,0.78,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.884108867427568,0.8797938244073749,789,0.6927129060579456,350,0.30728709394205445,236,28,83,3,5,0.7125787269579773,False,0.78,0.78,0.64,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.884108867427568,0.8797938244073749,789,0.6927129060579456,350,0.30728709394205445,236,28,83,3,5,0.7125787269579773,False,0.78,0.78,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b720_dc150_capnone_balanced_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.8973214285714286,0.8868344473214285,799,0.7133928571428572,321,0.28660714285714284,276,9,32,4,5,0.7125529431726466,True,0.76,0.78,0.7,0.72,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b720_dc150_cap720_balanced_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.8973214285714286,0.8868344473214285,799,0.7133928571428572,321,0.28660714285714284,276,9,32,4,5,0.7125529431726466,True,0.76,0.78,0.7,0.72,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1116,831,0.5731895223420647,0.4268104776579353,0.8960573476702509,0.8850396684587813,781,0.6998207885304659,335,0.300179211469534,276,23,33,3,5,0.7125195365353924,True,0.76,0.78,0.68,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25700_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.9047195013357079,0.8954647604630454,846,0.7533392698130009,277,0.2466607301869991,199,58,16,4,5,0.7125037674692806,False,0.8,0.76,0.7,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25640_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.887620719929763,0.8821706172080773,808,0.7093942054433714,331,0.2906057945566286,199,34,90,8,5,0.7124909306454226,False,0.8,0.78,0.64,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25640_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.887620719929763,0.8821706172080773,808,0.7093942054433714,331,0.2906057945566286,199,34,90,8,5,0.7124909306454226,False,0.8,0.78,0.64,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b720_dc150_capnone_balanced_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.8981233243967829,0.8871871966041108,801,0.7158176943699732,318,0.28418230563002683,276,6,32,4,5,0.7124658682981035,True,0.76,0.8,0.7,0.72,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b720_dc150_cap720_balanced_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.8981233243967829,0.8871871966041108,801,0.7158176943699732,318,0.28418230563002683,276,6,32,4,5,0.7124658682981035,True,0.76,0.8,0.7,0.72,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.895482728077945,0.8897340504871568,818,0.7245349867139061,311,0.2754650132860939,236,46,28,1,5,0.712460313452642,False,0.78,0.76,0.68,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8949691085613416,0.8896095260370698,828,0.7308031774051191,305,0.26919682259488087,199,58,45,3,5,0.7124241426940128,False,0.8,0.76,0.66,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc150_capnone_balanced_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8892825509300266,0.8827803888396812,787,0.6970770593445527,342,0.3029229406554473,276,13,52,1,5,0.7124160264730142,False,0.76,0.76,0.68,0.75,0.15,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc150_cap700_balanced_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8892825509300266,0.8827803888396812,787,0.6970770593445527,342,0.3029229406554473,276,13,52,1,5,0.7124160264730142,False,0.76,0.76,0.68,0.75,0.15,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc150_cap720_balanced_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8892825509300266,0.8827803888396812,787,0.6970770593445527,342,0.3029229406554473,276,13,52,1,5,0.7124160264730142,False,0.76,0.76,0.68,0.75,0.15,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.9040852575488455,0.8951780355239787,853,0.7575488454706927,273,0.2424511545293073,199,34,39,1,5,0.712413733019146,False,0.8,0.78,0.68,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8945969884853853,0.889102254207263,815,0.7218777679362267,314,0.27812223206377323,236,46,28,4,5,0.7123274525137581,False,0.78,0.76,0.68,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25700_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.9029385574354408,0.8940897266251113,839,0.7471059661620659,284,0.25289403383793413,199,58,16,11,5,0.7123256730792539,False,0.8,0.76,0.7,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.9031971580817052,0.8945445559502665,850,0.7548845470692718,276,0.24511545293072823,199,34,39,4,5,0.712280518099075,False,0.8,0.78,0.68,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8932038834951457,0.8882466284201237,821,0.7246248896734334,312,0.27537511032656664,199,58,45,10,5,0.7122476201873932,False,0.8,0.76,0.66,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25660_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8867256637168142,0.8812745831858407,779,0.6893805309734513,351,0.3106194690265487,276,20,48,7,5,0.7122405243374196,False,0.76,0.8,0.66,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25660_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8867256637168142,0.8812745831858407,779,0.6893805309734513,351,0.3106194690265487,276,20,48,7,5,0.7122405243374196,False,0.76,0.8,0.66,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
